method,surfaceIfs,nestedIfs,surfaceSwitches,nestedSwitches,surfaceFors,nestedFors,surfaceForEachs,nestedForEachs,surfaceWhiles,nestedWhiles,surfaceDos,nestedDos,iterativeStmts,conditionalStmts
org.jcodec.codecs.h264.io.model.Frame.copyFromFrame(Frame),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.model.RunnerBuilder.runners(Class<?>[]),0,1,0,0,0,0,1,0,0,0,0,0,1,1
org.junit.runners.BlockJUnit4ClassRunner.createTest(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.BlockJUnit4ClassRunner.validateTestMethods(List<Throwable>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.internal.Checks.notNull(T,String)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.experimental.theories.internal.AllMembersSupplier.getSingleDataPointMethods(ParameterSignature),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.JUnit4ClassRunner.validate(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.parameterized.BlockJUnit4ClassRunnerWithParameters.getInjectionType(),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.internal.runners.JUnit4ClassRunner.run(RunNotifier),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.ParentRunner.classBlock(RunNotifier),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.runner.Result.createListener(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runner.notification.RunNotifier.fireTestSuiteStarted(Description),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.max.MaxHistory.readHistory(File),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.TextListener.printFooter(Result),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.junit.runners.model.FrameworkMethod.invokeExplosively(Object,Object...)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runner.notification.SynchronizedRunListener.testFinished(Description),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.runners.model.TestClass.getAnnotatedMembers(Map<Class<?extendsAnnotation>,List<T>>,Class<?extendsAnnotation>,boolean)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.internal.Throwables.getFullStackTrace(Throwable),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.runners.model.FrameworkMethod.validatePublicVoidNoArg(boolean,List<Throwable>)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.experimental.theories.internal.Assignments.generateAssignmentsFromTypeAlone(ParameterSignature),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.runners.BlockJUnit4ClassRunner.collectInitializationErrors(List<Throwable>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.runners.model.TestClass.collectAnnotatedMethodValues(Object,Class<?extendsAnnotation>,Class<T>,MemberValueConsumer<T>)",0,1,0,0,0,0,1,0,0,0,0,0,1,1
org.junit.experimental.max.MaxHistory.testComparator(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.requests.MemoizingRequest.getRunner(),1,1,0,0,0,0,0,0,0,0,0,0,0,2
org.junit.runners.ParentRunner.getName(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
junit.framework.TestSuite.addTest(Test),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.model.RunnerBuilder.removeParent(Class<?>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.BlockJUnit4ClassRunner.validateConstructor(List<Throwable>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.ParentRunner.order(Orderer),0,1,0,0,0,0,0,2,0,0,0,0,2,1
org.junit.runner.Request.filterWith(Filter),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.ComparisonFailure.getMessage(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.builders.AllDefaultPossibilitiesBuilder.suiteMethodBuilder(),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.internal.runners.SuiteMethod.testFromSuiteMethod(Class<?>),0,1,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.runners.model.TestClass.getAnnotatedMethods(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.model.FrameworkMethod.validateNoTypeParametersOnArgs(List<Throwable>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"junit.framework.Assert.assertEquals(String,String,String)",2,0,0,0,0,0,0,0,0,0,0,0,0,2
org.junit.runner.notification.RunNotifier.fireTestRunFinished(Result),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.statements.RunBefores.evaluate(),0,0,0,0,0,0,1,0,0,0,0,0,1,0
"org.junit.experimental.theories.ParameterSignature.signatures(Class<?>[],Annotation[][])",0,0,0,0,1,0,0,0,0,0,0,0,1,0
org.junit.runner.notification.SynchronizedRunListener.testSuiteStarted(Description),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.statements.RunAfters.evaluate(),0,0,0,0,0,0,0,1,0,0,0,0,1,0
junit.framework.TestSuite.testAt(int),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.requests.FilterRequest.getRunner(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.runners.model.TestClass.collectAnnotatedFieldValues(Object,Class<?extendsAnnotation>,Class<T>,MemberValueConsumer<T>)",0,1,0,0,0,0,1,0,0,0,0,0,1,1
"org.junit.runner.JUnitCommandLineParseResult.copyArray(String[],int,int)",0,0,0,0,1,0,0,0,0,0,0,0,1,0
org.junit.internal.builders.AllDefaultPossibilitiesBuilder.ignoredBuilder(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.statements.ExpectException.evaluate(),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.runner.JUnitCore.main(String...),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runner.JUnitCommandLineParseResult.createRequest(Computer),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.runners.model.FrameworkMember.isPublic(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.statements.FailOnTimeout.builder(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.JUnit38ClassRunner.filter(Filter),1,2,0,0,0,1,0,0,0,0,0,0,1,3
org.junit.experimental.theories.ParameterSignature.buildConvertableTypesMap(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
junit.framework.TestCase.countTestCases(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
junit.framework.JUnit4TestAdapterCache.createTest(Description),1,0,0,0,0,0,0,1,0,0,0,0,1,1
org.junit.runners.model.FrameworkMethod.hashCode(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.JUnit38ClassRunner.createAdaptingListener(RunNotifier),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.rules.ExpectedException.expectMessage(Matcher<String>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.statements.FailOnTimeout.getThreadsInGroup(ThreadGroup),0,1,0,0,1,0,0,0,0,0,0,0,1,1
org.junit.runners.ParentRunner.createTestClass(Class<?>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
junit.framework.TestCase.getName(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.validator.AnnotationValidatorFactory.createAnnotationValidator(ValidateWith),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.runner.notification.SynchronizedRunListener.testSuiteFinished(Description),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runner.Request.classWithoutSuiteMethod(Class<?>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.categories.Categories.isAnyExcluded(Class<?>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.Assert.assertThrows(String,Class<T>,ThrowingRunnable)",0,1,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.experimental.results.ResultMatchers.failureCountIs(int),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.runner.Description.createTestDescription(Class<?>,String,Annotation...)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.runners.Parameterized.validatePublicStaticVoidMethods(Class<?extendsAnnotation>,Integer,List<Throwable>)",0,2,0,0,0,0,1,0,0,0,0,0,1,2
org.junit.rules.TemporaryFolder.createTemporaryFolderIn(File),0,1,0,0,1,0,0,0,0,0,0,0,1,1
"org.junit.rules.TestWatchman.apply(Statement,FrameworkMethod,Object)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.theories.internal.BooleanSupplier.getValueSources(ParameterSignature),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.model.TestClass.getSuperClasses(Class<?>),0,0,0,0,0,0,0,0,1,0,0,0,1,0
junit.framework.TestSuite.warning(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.results.ResultMatchers.hasFailureContaining(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.BlockJUnit4ClassRunner.validatePublicConstructor(List<Throwable>),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.runners.parameterized.BlockJUnit4ClassRunnerWithParameters.createTest(),0,0,1,0,0,0,0,0,0,0,0,0,0,1
"org.junit.runner.Computer.getRunner(RunnerBuilder,Class<?>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.runners.model.TestClass.getAnnotatedFieldValues(Object,Class<?extendsAnnotation>,Class<T>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.runners.RuleContainer.setOrder(Object,int)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
junit.framework.JUnit4TestAdapter.getDescription(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.MethodValidator.assertValid(),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.junit.runners.model.NoGenericTypeParametersValidator.validateNoTypeParameterOnType(Type,List<Throwable>)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
junit.textui.ResultPrinter.printFooter(TestResult),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.junit.rules.ErrorCollector.checkThat(String,T,Matcher<T>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
junit.extensions.ActiveTestSuite.waitUntilFinished(),0,0,0,0,0,0,0,0,1,0,0,0,1,0
org.junit.runner.JUnitCommandLineParseResult.applyFilterSpecs(Request),0,0,0,0,0,0,0,1,0,0,0,0,1,0
org.junit.internal.runners.MethodRoadie.addFailure(Throwable),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.runner.Description.createSuiteDescription(String,Annotation...)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.MethodSorter.getSorter(FixMethodOrder),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.runners.model.TestClass.getSortedDeclaredFields(Class<?>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.runner.JUnitCore.run(Computer,Class<?>...)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.model.FrameworkMethod.getAnnotations(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.model.TestClass.getAnnotatedFields(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
junit.framework.TestSuite.isPublicTestMethod(Method),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.model.FrameworkField.getAnnotation(Class<T>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.rules.Verifier.apply(Statement,Description)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.model.FrameworkField.getField(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.results.ResultMatchers.hasSingleFailureContaining(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
junit.runner.BaseTestRunner.filterLine(String),0,1,0,0,1,0,0,0,0,0,0,0,1,1
org.junit.runners.BlockJUnit4ClassRunner.validateOnlyOneConstructor(List<Throwable>),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.junit.Assert.assertEquals(long,long)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.Assert.assertArrayEquals(String,float[],float[],float)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.parameterized.BlockJUnit4ClassRunnerWithParameters.getName(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runner.JUnitCore.removeListener(RunListener),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.theories.internal.SpecificDataPointsSupplier.getSingleDataPointFields(ParameterSignature),0,1,0,0,0,0,1,0,0,0,0,0,1,1
org.junit.runner.notification.SynchronizedRunListener.equals(Object),2,0,0,0,0,0,0,0,0,0,0,0,0,2
org.junit.runners.model.FrameworkField.get(Object),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.builders.AllDefaultPossibilitiesBuilder.junit3Builder(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.rules.TemporaryFolder.builder(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.model.EachTestNotifier.fireTestFinished(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.BlockJUnit4ClassRunner.getTimeout(Test),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.junit.experimental.theories.PotentialAssignment.forValue(String,Object)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
junit.extensions.TestSetup.run(TestResult),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.BlockJUnit4ClassRunner.testName(FrameworkMethod),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.categories.CategoryFilterFactory.parseCategories(String),0,0,0,0,0,0,1,0,0,0,0,0,1,0
org.junit.runner.Description.getChildren(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
junit.runner.BaseTestRunner.getFilteredTrace(String),1,1,0,0,0,0,0,0,0,1,0,0,1,2
org.junit.runners.model.FrameworkField.getModifiers(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runner.Description.isEmpty(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"junit.framework.Assert.assertNotNull(String,Object)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.max.MaxCore.buildRunner(Description),4,0,0,0,0,0,0,0,0,0,0,0,0,4
"org.junit.Assert.assertEquals(String,long,long)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.internal.runners.TestClass.getAnnotatedMethods(Class<?extendsAnnotation>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.Assert.assertThat(T,Matcher<?superT>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.Assert.equalsRegardingNull(Object,Object)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.runners.ParentRunner.comparator(Sorter),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"junit.framework.Assert.assertTrue(String,boolean)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
junit.framework.TestCase.setName(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.model.NoGenericTypeParametersValidator.validate(List<Throwable>),0,0,0,0,0,0,1,0,0,0,0,0,1,0
"org.junit.runners.Suite.runChild(Runner,RunNotifier)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.rules.ExpectedException.missingExceptionMessage(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
junit.framework.TestSuite.getName(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.max.MaxHistory.isNewTest(Description),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.experimental.categories.Categories.hasAssignableTo(Set<Class<?>>,Class<?>)",0,1,0,0,0,0,1,0,0,0,0,0,1,1
junit.runner.BaseTestRunner.getTest(String),2,1,0,0,0,0,0,0,0,0,0,0,0,3
"org.junit.runner.manipulation.Ordering.definedBy(Ordering.Factory,Description)",2,0,0,0,0,0,0,0,0,0,0,0,0,2
org.junit.experimental.theories.suppliers.TestedOnSupplier.getValueSources(ParameterSignature),0,0,0,0,0,0,1,0,0,0,0,0,1,0
org.junit.runner.notification.RunListener.testSuiteFinished(Description),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.model.FrameworkMethod.getModifiers(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.experimental.theories.internal.ParameterizedAssertionError.join(String,Collection<Object>)",0,1,0,0,0,0,0,0,1,0,0,0,1,1
org.junit.runner.manipulation.Orderer.order(Collection<Description>),3,0,0,0,0,0,0,0,0,0,0,0,0,3
org.junit.experimental.theories.internal.EnumSupplier.getValueSources(ParameterSignature),0,0,0,0,0,0,1,0,0,0,0,0,1,0
org.junit.experimental.categories.Categories.getExcludedCategory(Class<?>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.statements.FailOnTimeout.getStuckThread(Thread),1,2,0,0,0,0,1,0,0,0,0,0,1,3
org.junit.runners.model.FrameworkField.getType(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.MethodRoadie.runTest(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.categories.IncludeCategories.createFilter(List<Class<?>>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.Assert.format(String,Object,Object)",2,0,0,0,0,0,0,0,0,0,0,0,0,2
"org.junit.rules.RunRules.applyAll(Statement,Iterable<TestRule>,Description)",0,0,0,0,0,0,1,0,0,0,0,0,1,0
org.junit.runner.notification.Failure.toString(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.JUnit4ClassRunner.createTest(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.runners.model.TestClass.getAnnotatedMethodValues(Object,Class<?extendsAnnotation>,Class<T>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.TextListener.elapsedTimeAsString(long),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.parameterized.BlockJUnit4ClassRunnerWithParameters.testName(FrameworkMethod),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.builders.AllDefaultPossibilitiesBuilder.junit4Builder(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.parameterized.TestWithParameters.equals(Object),3,0,0,0,0,0,0,0,0,0,0,0,0,3
org.junit.rules.ExpectedExceptionMatcherBuilder.build(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.experimental.theories.ParameterSignature.findDeepAnnotation(Annotation[],Class<T>,int)",1,2,0,0,0,0,1,0,0,0,0,0,1,3
org.junit.internal.runners.TestClass.getConstructor(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.rules.Stopwatch.runtime(TimeUnit),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.matchers.ThrowableCauseMatcher.hasCause(Matcher<?>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
junit.framework.JUnit4TestAdapterCache.asTestList(Description),1,0,0,0,0,0,0,1,0,0,0,0,1,1
org.junit.rules.ErrorCollector.addError(Throwable),2,0,0,0,0,0,0,0,0,0,0,0,0,2
org.junit.internal.Checks.notNull(T),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.internal.builders.AnnotatedBuilder.getEnclosingClassForNonStaticMemberClass(Class<?>),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.internal.runners.ErrorReportingRunner.run(RunNotifier),0,0,0,0,0,0,1,0,0,0,0,0,1,0
org.junit.internal.Throwables.asReversedList(List<T>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.ArrayComparisonFailure.getMessage(),1,0,0,0,0,0,1,0,0,0,0,0,1,1
org.junit.rules.DisableOnDebug.isDebugging(List<String>),0,1,0,0,0,0,1,0,0,0,0,0,1,1
org.junit.internal.management.ManagementFactory.getThreadMXBean(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.model.FrameworkField.isShadowedBy(FrameworkField),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.experimental.theories.internal.AllMembersSupplier.addIterableValues(ParameterSignature,String,List<PotentialAssignment>,Iterable<?>)",0,1,0,0,0,0,0,0,1,0,0,0,1,1
org.junit.runner.manipulation.Sorter.apply(Object),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.junit.Assert.failEquals(String,Object)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.junit.Assert.assertNull(String,Object)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.runner.manipulation.Filter.matchMethodDescription(Description),1,1,0,0,0,0,1,0,0,0,0,0,1,2
junit.framework.ComparisonCompactor.findCommonPrefix(),0,1,0,0,1,0,0,0,0,0,0,0,1,1
org.junit.runner.JUnitCore.defaultComputer(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.theories.ParameterSignature.getAnnotation(Class<T>),0,1,0,0,0,0,1,0,0,0,0,0,1,1
org.junit.internal.runners.JUnit4ClassRunner.getDescription(),0,0,0,0,0,0,1,0,0,0,0,0,1,0
org.junit.experimental.theories.internal.ParameterizedAssertionError.equals(Object),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.experimental.theories.internal.Assignments.allUnassigned(Method,TestClass)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.theories.ParameterSignature.signatures(Method),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.rules.ExpectedExceptionMatcherBuilder.allOfTheMatchers(),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"org.junit.runner.Description.createTestDescription(String,String,Serializable)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.Assert.failNotEquals(String,Object,Object)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.internal.InexactComparisonCriteria.assertElementsEqual(Object,Object)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
junit.runner.BaseTestRunner.getPreferencesFile(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.TextListener.getWriter(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.statements.Fail.evaluate(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.model.TestClass.isANonStaticInnerClass(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.max.MaxHistory.forFolder(File),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.experimental.runners.Enclosed.filterAbstractClasses(Class<?>[]),0,1,0,0,0,0,1,0,0,0,0,0,1,1
org.junit.runner.Description.isSuite(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.rules.TemporaryFolder.newFolder(String),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.TextListener.testRunFinished(Result),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runner.Description.createSuiteDescription(Class<?>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.max.MaxCore.sortRequest(Request),1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.runners.RuleContainer.add(MethodRule),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.TextListener.printHeader(long),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runner.notification.SynchronizedRunListener.testRunStarted(Description),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runner.Runner.testCount(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.ErrorReportingRunner.getCauses(Throwable),4,0,0,0,0,0,0,0,0,0,0,0,0,4
"org.junit.experimental.theories.internal.AllMembersSupplier.addMultiPointMethods(ParameterSignature,List<PotentialAssignment>)",0,1,0,0,0,0,1,0,0,0,0,0,1,1
org.junit.rules.TemporaryFolder.recursiveDelete(File),2,1,0,0,0,0,0,1,0,0,0,0,1,3
"org.junit.experimental.categories.CategoryValidator.addErrorMessage(List<Exception>,Class<?>)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.runners.parameterized.TestWithParameters.getParameters(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.Throwables.rethrowAsException(Throwable),0,0,0,0,0,0,0,0,0,0,0,0,0,0
junit.framework.Assert.assertNull(Object),1,0,0,0,0,0,0,0,0,0,0,0,0,1
"junit.framework.Assert.assertEquals(String,double,double,double)",2,0,0,0,0,0,0,0,0,0,0,0,0,2
org.junit.rules.TemporaryFolder.newFile(String),1,0,0,0,0,0,0,0,0,0,0,0,0,1
junit.framework.TestResult.errorCount(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.results.PrintableResult.testResult(Class<?>),0,0,0,0,0,0,0,0,0,0,0,0,0,0
junit.framework.JUnit4TestCaseFacade.countTestCases(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.TestMethod.getAfters(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.theories.internal.Assignments.buildParameterSupplierFromClass(Class<?extendsParameterSupplier>),0,1,0,0,0,0,1,0,0,0,0,0,1,1
org.junit.experimental.theories.internal.SpecificDataPointsSupplier.getSingleDataPointMethods(ParameterSignature),0,1,0,0,0,0,1,0,0,0,0,0,1,1
"org.junit.experimental.theories.ParameterSignature.isAssignableViaTypeConversion(Class<?>,Class<?>)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
org.junit.internal.matchers.ThrowableCauseMatcher.describeTo(Description),0,0,0,0,0,0,0,0,0,0,0,0,0,0
junit.textui.ResultPrinter.endTest(Test),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.AssumptionViolatedException.describeTo(Description),2,2,0,0,0,0,0,0,0,0,0,0,0,4
org.junit.runner.Result.getFailures(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
junit.framework.TestResult.addListener(TestListener),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.model.EachTestNotifier.addFailedAssumption(AssumptionViolatedException),0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.experimental.theories.internal.Assignments.getArgumentStrings(boolean),0,0,0,0,1,0,0,0,0,0,0,0,1,0
org.junit.rules.TemporaryFolder.delete(),1,1,0,0,0,0,0,0,0,0,0,0,0,2
org.junit.rules.Stopwatch.starting(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.Assert.assertEquals(String,float,float,float)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
junit.framework.JUnit4TestAdapter.getTests(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"junit.framework.Assert.failNotEquals(String,Object,Object)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.rules.Timeout.apply(Statement,Description)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.matchers.ThrowableMessageMatcher.matchesSafely(T),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"junit.framework.Assert.assertEquals(String,long,long)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"org.junit.Assert.failNotSame(String,Object,Object)",1,0,0,0,0,0,0,0,0,0,0,0,0,1
junit.framework.TestFailure.exceptionMessage(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
junit.framework.TestResult.runCount(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
"junit.framework.Assert.assertEquals(double,double,double)",0,0,0,0,0,0,0,0,0,0,0,0,0,0
org.junit.internal.runners.TestClass.getAfters(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
